,Unnamed: 0,path,file_name,place,train_test,hammer_type,label,score
1356,1356,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_01-01.wav,crack_2,test,small,,6.374700023525719
1357,1357,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_01-02.wav,crack_2,test,small,,6.374700023525719
1358,1358,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_01-03.wav,crack_2,test,small,,-89.50126597658655
1359,1359,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_01-04.wav,crack_2,test,small,,-89.50126597658655
1360,1360,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_01-05.wav,crack_2,test,small,,-139.08093897508797
1361,1361,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_01-06.wav,crack_2,test,small,,-139.08093897508797
1362,1362,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_01-07.wav,crack_2,test,small,,12.764754970651694
1363,1363,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_01-08.wav,crack_2,test,small,,12.764754970651694
1364,1364,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_01-09.wav,crack_2,test,small,,0.130435817690568
1365,1365,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_01-10.wav,crack_2,test,small,,0.130435817690568
1366,1366,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_01-11.wav,crack_2,test,small,,-41.89858504497019
1367,1367,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_01-12.wav,crack_2,test,small,,-41.89858504497019
1368,1368,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_01-13.wav,crack_2,test,small,,-5.053044379459664
1369,1369,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_01-14.wav,crack_2,test,small,,-5.053044379459664
1370,1370,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_01-15.wav,crack_2,test,small,,-9.219301157602189
1371,1371,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_01-16.wav,crack_2,test,small,,-9.219301157602189
1372,1372,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_01-17.wav,crack_2,test,small,,-53.025796123832805
1373,1373,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_01-18.wav,crack_2,test,small,,-53.025796123832805
1374,1374,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_01-19.wav,crack_2,test,small,,-98.91723290430127
1375,1375,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_01-20.wav,crack_2,test,small,,-98.91723290430127
1376,1376,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_01-21.wav,crack_2,test,small,,-166.18934314735944
1377,1377,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_01-22.wav,crack_2,test,small,,-166.18934314735944
1378,1378,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_01-23.wav,crack_2,test,small,,-165.533038032895
1379,1379,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_01-24.wav,crack_2,test,small,,-165.533038032895
1380,1380,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_01-25.wav,crack_2,test,small,,-50.10759009674186
1381,1381,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_01-26.wav,crack_2,test,small,,-50.10759009674186
1382,1382,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_01-27.wav,crack_2,test,small,,-111.26468037942851
1383,1383,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_01-28.wav,crack_2,test,small,,-111.26468037942851
1384,1384,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_01-29.wav,crack_2,test,small,,-130.1412540532565
1385,1385,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_01-30.wav,crack_2,test,small,,-130.1412540532565
1386,1386,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_01-31.wav,crack_2,test,small,,-67.34857136209845
1387,1387,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_01-32.wav,crack_2,test,small,,-67.34857136209845
1388,1388,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_02-01.wav,crack_2,test,small,,-187.74184430672224
1389,1389,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_02-02.wav,crack_2,test,small,,-187.74184430672224
1390,1390,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_02-03.wav,crack_2,test,small,,-48.29759279048338
1391,1391,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_02-04.wav,crack_2,test,small,,-48.29759279048338
1392,1392,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_02-05.wav,crack_2,test,small,,1.9452335976073698
1393,1393,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_02-06.wav,crack_2,test,small,,1.9452335976073698
1394,1394,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_02-07.wav,crack_2,test,small,,-86.84981970246565
1395,1395,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_02-08.wav,crack_2,test,small,,-86.84981970246565
1396,1396,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_02-09.wav,crack_2,test,small,,8.229038251557256
1397,1397,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_02-10.wav,crack_2,test,small,,8.229038251557256
1398,1398,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_02-11.wav,crack_2,test,small,,-145.8538561977734
1399,1399,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_02-12.wav,crack_2,test,small,,-145.8538561977734
1400,1400,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_02-13.wav,crack_2,test,small,,27.885309170325797
1401,1401,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_02-14.wav,crack_2,test,small,,27.885309170325797
1402,1402,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_02-15.wav,crack_2,test,small,,3.4248881061644454
1403,1403,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_02-16.wav,crack_2,test,small,,3.4248881061644454
1404,1404,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_02-17.wav,crack_2,test,small,,-3.3996271985707267
1405,1405,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_02-18.wav,crack_2,test,small,,-3.3996271985707267
1406,1406,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_02-19.wav,crack_2,test,small,,19.078795373175012
1407,1407,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_02-20.wav,crack_2,test,small,,19.078795373175012
1408,1408,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_02-21.wav,crack_2,test,small,,30.650288767097294
1409,1409,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_02-22.wav,crack_2,test,small,,30.650288767097294
1410,1410,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_02-23.wav,crack_2,test,small,,21.646468422311074
1411,1411,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_02-24.wav,crack_2,test,small,,21.646468422311074
1412,1412,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_02-25.wav,crack_2,test,small,,27.76363218560718
1413,1413,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_02-26.wav,crack_2,test,small,,27.76363218560718
1414,1414,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_02-27.wav,crack_2,test,small,,10.41760096275226
1415,1415,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_02-28.wav,crack_2,test,small,,10.41760096275226
1416,1416,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_02-29.wav,crack_2,test,small,,21.098758010441628
1417,1417,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_02-30.wav,crack_2,test,small,,21.098758010441628
1418,1418,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_02-31.wav,crack_2,test,small,,12.790561123980439
1419,1419,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_02-32.wav,crack_2,test,small,,12.790561123980439
1420,1420,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_03-01.wav,crack_2,test,small,,0.37987253457674797
1421,1421,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_03-02.wav,crack_2,test,small,,0.37987253457674797
1422,1422,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_03-03.wav,crack_2,test,small,,19.623263252749553
1423,1423,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_03-04.wav,crack_2,test,small,,19.623263252749553
1424,1424,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_03-05.wav,crack_2,test,small,,3.367935188179956
1425,1425,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_03-06.wav,crack_2,test,small,,3.367935188179956
1426,1426,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_03-07.wav,crack_2,test,small,,20.41486913962089
1427,1427,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_03-08.wav,crack_2,test,small,,20.41486913962089
1428,1428,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_03-09.wav,crack_2,test,small,,17.538364286330307
1429,1429,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_03-10.wav,crack_2,test,small,,17.538364286330307
1430,1430,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_03-11.wav,crack_2,test,small,,25.18827853793715
1431,1431,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_03-12.wav,crack_2,test,small,,25.18827853793715
1432,1432,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_03-13.wav,crack_2,test,small,,-16.586402739070877
1433,1433,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_03-14.wav,crack_2,test,small,,-16.586402739070877
1434,1434,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_03-15.wav,crack_2,test,small,,18.31213125636745
1435,1435,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_03-16.wav,crack_2,test,small,,18.31213125636745
1436,1436,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_03-17.wav,crack_2,test,small,,22.16507043098966
1437,1437,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_03-18.wav,crack_2,test,small,,22.16507043098966
1438,1438,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_03-19.wav,crack_2,test,small,,12.023208729707704
1439,1439,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_03-20.wav,crack_2,test,small,,12.023208729707704
1440,1440,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_03-21.wav,crack_2,test,small,,20.933860383414384
1441,1441,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_03-22.wav,crack_2,test,small,,20.933860383414384
1442,1442,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_03-23.wav,crack_2,test,small,,19.453250683838434
1443,1443,D:\daon_data\nagoya_20210727_cutout_5ms\crack_2\test\small,2_testdata_03-24.wav,crack_2,test,small,,19.453250683838434
